,sentences,meteor,bleu-4,bleu-1,bleu-2,bleu-3
19,"was person 2 detected by DeltaDeltaMFCC with a shap value of -1.240 detected as the speaker was detected by SVM,?",0.7366980329032484,0.8380354431349517,0.9673215487207948,0.9340191244583893,0.9169077246283128
20,"How did 1 impact the detection of person StaticGTCC,having minimum value of -1.3062,,and a maximum value of 0.5131, with a shap value of -3.000 as the primary speaker was detected by SVM,  in the audio?",0.7409563419043858,0.7161646001719004,0.9797863860991551,0.9248546980949307,0.8588014062627749
21,"person 6 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -1.2810,,and a maximum value of 0.0854,?",0.6173718900088635,0.7911546385166964,0.9286631016042781,0.8213024954351796,0.7805542251111871
22,"person 6 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of 3.4468,,and a maximum value of 6.3204,?",0.5608731695528236,0.7310013349864676,0.9213572946661183,0.7776384662203287,0.7266914884636405
23,"How did 2 impact the detection of person StaticMFCC,having minimum value of 0.1639,,and a maximum value of 0.3388, with a shap value of 2.787 as the primary speaker was detected by SVM,  in the audio?",0.6724402454780362,0.682674623848086,0.9737176990001298,0.9193157894736842,0.8535223787723899
24,"was person 4 detected by StaticMFCC,having minimum value of 0.4118,,and a maximum value of 1.0160, with a shap value of -0.730 detected as the speaker was detected by SVM,?",0.738022429402268,0.8417828531165948,0.9841059602649006,0.9487741935483871,0.9317509685163966
25,"How did 1 impact the detection of person DeltaDeltaMFCC with a shap value of -2.287 as the primary speaker was detected by SVM,  in the audio?",0.6121980252027959,0.6137463004868777,0.9586570945945946,0.8962920544022908,0.8160167404283879
26,"person 6 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of -0.0809,,and a maximum value of 0.1634,?",0.5743881414269483,0.7278657912507527,0.8989489657816794,0.7778387362858862,0.7288237185801044
27,"person 7 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of 1.9493,,and a maximum value of 3.0161,?",0.622085446334998,0.7405319685950349,0.9174747474747476,0.7917377007310922,0.7347455437871352
28,DeltaDeltaMFCC with a shap value of -2.747 helped determine that the audio sample was replayed what other features were used?,0.37497329920556605,0.29076917881808206,0.98835479465418,0.9616858091106566,0.9191941391941392
29,"How did 3 impact the detection of person DeltaDeltaMFCC with a shap value of 2.505 as the primary speaker was detected by SVM,  in the audio?",0.5672961624618094,0.6062091325017918,0.9389218298525904,0.86172239923929,0.7768979068729644
30,"was the replayed audio sample classified using DeltaDeltaLFCC,having minimum value of -0.0881,,and a maximum value of 0.1078, with a shap value of -0.631?",0.7153485117788286,0.7481871476689124,0.8951710261569417,0.7601918465227818,0.722463768115942
31,"was the replayed audio sample classified using DeltaLFCC,having minimum value of -0.1305,,and a maximum value of 0.1235, with a shap value of -0.110?",0.7367097240819548,0.7709298245680485,0.9041481708250421,0.7737474120082816,0.7271228272856167
32,"was the audio sample found to be a bonafide sample by DeltaDeltaLFCC,having minimum value of -0.2322,,and a maximum value of 0.2682, with a shap value of 0.385?",0.7670559436821067,0.8251157231153986,0.9440476190476191,0.8773959853096545,0.8481118595631761
33,"person 2 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.5826419120875286,0.6691066204168945,0.8752446650705838,0.7491380097530649,0.6920639062323626
34,"StaticMSRCC,having minimum value of -0.3680,,and a maximum value of 0.3048, with a shap value of 2.160 helped determine that the audio sample was replayed what other features were used?",0.30213824682346585,0.19667486143204843,0.9333333333333333,0.7675675675675676,0.6904109589041095
35,"was person 5 detected by DeltaDeltaMFCC with a shap value of 1.342 detected as the speaker was detected by SVM,?",0.7835885922563223,0.8330058168439007,0.9169674481362794,0.874295532646048,0.8602415966386554
36,"How did 2 impact the detection of person DeltaDeltaMFCC with a shap value of 0.231 as the primary speaker was detected by SVM,  in the audio?",0.5324212230902752,0.5098857464255866,0.9688226744186046,0.9167937992125985,0.8417762997016677
37,"was person 5 detected by StaticMFCC,having minimum value of -0.1030,,and a maximum value of 0.1426, with a shap value of -0.650 detected as the speaker was detected by SVM,?",0.7706067746428432,0.8598870580059058,0.9921049214387742,0.9727719298245614,0.9602008828777077
38,"was the replayed audio sample classified using DeltaLFCC,having minimum value of -0.0683,,and a maximum value of 0.0656, with a shap value of -1.519?",0.7321080691913868,0.8028332766939634,0.9154463482310599,0.8499556737588652,0.7989449133543621
39,"person 6 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6456351601688303,0.7471502977530703,0.8626976523219447,0.7457104486021254,0.7047931235431235
40,"person 1 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6840982648951235,0.7162562885688672,0.852676661685946,0.7279961266803372,0.6623606683392943
41,"How was the audio sample found to be a bonafide sample by StaticLFCC,having minimum value of -0.3431,,and a maximum value of 0.2792, with a shap value of -2.274",0.5603504015669606,0.6049925361418429,0.9418999283260285,0.769631196517967,0.7049187087619883
42,"was person 3 detected by StaticMFCC,having minimum value of -9.7029,,and a maximum value of -0.3273, with a shap value of -0.990 detected as the speaker was detected by SVM,?",0.6073056946718223,0.7226640362970246,0.9699346405228757,0.9220947368421053,0.8968382824182866
43,"person 8 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of -0.0534,,and a maximum value of 0.1661,?",0.6219863842059717,0.7504938242788392,0.9258226495726497,0.7967714506891717,0.7242911263107537
44,"How did 5 impact the detection of person DeltaDeltaMFCC with a shap value of -2.287 as the primary speaker was detected by SVM,  in the audio?",0.6288383430439721,0.6344738219373944,0.9574509297520661,0.9014435695538058,0.8259448707019039
45,"person 4 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of 0.4118,,and a maximum value of 1.0160,?",0.5264948420626608,0.7413991888520985,0.9349726775956284,0.7988231123714995,0.7470546028557079
46,"was person 1 detected by DeltaMFCC with a shap value of 0.328 detected as the speaker was detected by SVM,?",0.7445516532145483,0.8329891337305273,0.927373924776522,0.8734528611982668,0.8609135962077138
47,"was the replayed audio sample classified using StaticMFCC,having minimum value of -0.0186,,and a maximum value of 0.1206, with a shap value of -1.232?",0.6574306441326531,0.5878422771100007,0.9566663462462751,0.8646274509803922,0.825082508250825
48,"person 5 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -3.3228,,and a maximum value of 1.7916,?",0.6297792038162806,0.7909153380892363,0.9320521390374331,0.8223777642523838,0.7792884023263771
49,"StaticMSRCC,having minimum value of -0.2309,,and a maximum value of 0.2085, with a shap value of 0.034 helped determine that the audio sample was replayed what other features were used?",0.4706443315559158,0.44458080028502334,0.9083597883597883,0.79292678007127,0.711402789171452
50,How was the replayed audio determined by DeltaDeltaMFCC with a shap value of -1.990?,0.5688958458265987,0.5136609472024395,0.979294935451837,0.9283589743589744,0.8896638326305846
51,"person 3 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of -32.1356,,and a maximum value of -14.5968,?",0.5913440988749067,0.7531750617064661,0.9003140650199473,0.7547815145275681,0.7020263043792456
52,"was person 2 detected by DeltaMFCC with a shap value of 0.880 detected as the speaker was detected by SVM,?",0.7333114736410354,0.8323020166723296,0.926986001011975,0.872662483191394,0.8597056130144365
53,"was person 2 detected by DeltaDeltaMFCC with a shap value of 0.231 detected as the speaker was detected by SVM,?",0.7657634023665418,0.8428199945383593,0.9430258053634677,0.9060481099656357,0.891439075630252
54,"was the replayed audio sample classified using StaticLFCC,having minimum value of 0.0347,,and a maximum value of 0.1333, with a shap value of -2.430?",0.781739135177461,0.7666075189814509,0.8902777777777778,0.7664335664335664,0.7253521126760564
55,"How did 5 impact the detection of person DeltaDeltaMFCC with a shap value of -1.732 as the primary speaker was detected by SVM,  in the audio?",0.5208628565834396,0.44420727041091707,0.9073691597851262,0.8550536932441346,0.7925246202925601
56,"person 5 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6562658940830328,0.7173915237558954,0.8482359854271948,0.720812447786132,0.6682414918414918
57,"person 3 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.7019155345386668,0.7389550100420802,0.8424282784957766,0.7378082318198598,0.7011321187805001
58,"person 8 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -1.2810,,and a maximum value of 0.0854,?",0.6173718900088635,0.7911546385166964,0.9286631016042781,0.8213024954351796,0.7805542251111871
59,"person 6 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -0.5859,,and a maximum value of 1.2835,?",0.6764775581520558,0.8184460629186573,0.9177113468338154,0.819165780456103,0.78094071972525
60,"person 6 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6315990642317001,0.7128628948785803,0.8437893346193281,0.7163324979114453,0.663727738927739
61,"person 3 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6035065559250654,0.6951843676710696,0.8877876437830883,0.7770835033319734,0.7319526316010129
62,"person 3 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -0.5700,,and a maximum value of 0.2577,?",0.6195465898869831,0.7640740242452487,0.9168077324451895,0.8047786951223095,0.7595568976465352
63,"was person 1 detected by DeltaMFCC with a shap value of -1.506 detected as the speaker was detected by SVM,?",0.7260921583272517,0.8439304991475585,0.9562404220552523,0.908966831017481,0.8935776233570352
64,"was person 4 detected by DeltaMFCC with a shap value of 0.378 detected as the speaker was detected by SVM,?",0.73379007343896,0.8329891337305273,0.927373924776522,0.8734528611982668,0.8609135962077138
65,"How did 1 impact the detection of person StaticMFCC,having minimum value of -9.7029,,and a maximum value of -0.3273, with a shap value of -0.990 as the primary speaker was detected by SVM,  in the audio?",0.699421965317919,0.7037438836968419,0.9619839843561724,0.8765452671779995,0.795006382654422
66,"How did 4 impact the detection of person StaticGTCC,having minimum value of 3.4468,,and a maximum value of 6.3204, with a shap value of 1.000 as the primary speaker was detected by SVM,  in the audio?",0.6640587599700132,0.7028916950886608,0.9785496740416321,0.9008331070230323,0.8398541411168342
67,"person 8 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6753986835480997,0.7463364173445022,0.8629140747524933,0.7506996658312447,0.7018825174825174
68,"How was person 2 found to be the id of the speaker was detected by SVM,  in the audio sample?",0.6334566862176059,0.6152751212454646,0.784003813168465,0.6417026723283092,0.5741185122094473
69,"StaticGTCC,having minimum value of -0.6238,,and a maximum value of 0.3975, with a shap value of 1.000 helped determine that the audio sample was replayed what other features were used?",0.6274606799616624,0.6459258719272163,0.9619038872245669,0.8239032378319211,0.7696619677363004
70,"was person 2 detected by DeltaMFCC with a shap value of -1.506 detected as the speaker was detected by SVM,?",0.7260921583272517,0.8439304991475585,0.9562404220552525,0.908966831017481,0.8935776233570352
71,"StaticGTCC,having minimum value of -0.9119,,and a maximum value of 0.4847, with a shap value of 0.000 helped determine that the audio sample was replayed what other features were used?",0.6213190914793538,0.6341515611033898,0.9565727699530516,0.798313742994594,0.7386317907444668
72,"was the replayed audio sample classified using DeltaLFCC,having minimum value of -0.0678,,and a maximum value of 0.0786, with a shap value of 1.545?",0.7104516731164551,0.7736914035481222,0.9115744453354718,0.8272569444444444,0.7600572655690765
73,"How did 2 impact the detection of person StaticGTCC,having minimum value of -0.9119,,and a maximum value of 0.4847, with a shap value of 0.000 as the primary speaker was detected by SVM,  in the audio?",0.7270861691004457,0.7104264935943527,0.9793927265983478,0.9264603386299839,0.8636448753003562
74,"person 2 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -16.2333,,and a maximum value of -5.4611,?",0.5959995377721408,0.7475822002123664,0.9250763626173463,0.7960374208599112,0.7319467297864467
75,"StaticMFCC,having minimum value of 0.4118,,and a maximum value of 1.0160, with a shap value of -0.730 helped determine that the audio sample was replayed what other features were used?",0.5520639722119984,0.6252056255301863,0.9593896713615024,0.79411793879879,0.7244668008048291
76,"person 8 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of -0.0186,,and a maximum value of 0.1206,?",0.5670863355909587,0.721381500903689,0.9387545693782053,0.8074893316759179,0.7233357072485043
77,"How did 3 impact the detection of person StaticGTCC,having minimum value of -1.7450,,and a maximum value of 1.5041, with a shap value of -2.000 as the primary speaker was detected by SVM,  in the audio?",0.7255918811063713,0.7021493602139446,0.9869281045751634,0.9355263157894737,0.8741721854304636
78,"person 5 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of -0.0658,,and a maximum value of 0.1936,?",0.5392529322883887,0.7599247700161998,0.9371355343637952,0.8130805622302845,0.7678902684090483
79,"person 1 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6791562043516356,0.7182389878644335,0.8445768087829435,0.7260154701907298,0.6689723054119793
80,"How was the replayed audio determined by StaticMSRCC,having minimum value of -0.1488,,and a maximum value of 0.2125, with a shap value of 2.850?",0.5541887844428646,0.6134571579064014,0.9307317073170731,0.8340774328566445,0.7780858437749935
81,"StaticLFCC,having minimum value of 0.4516,,and a maximum value of 1.4932, with a shap value of -0.981 helped determine that the audio sample was replayed what other features were used?",0.45346933373494824,0.4243998220730698,0.9669705469845722,0.8694183864915572,0.7815300546448087
82,"How was the audio sample found to be a bonafide sample by StaticGTCC,having minimum value of -0.5700,,and a maximum value of 0.2577, with a shap value of 1.000",0.5495566876425233,0.5610614842516088,0.9553258621221945,0.8628832522601675,0.8235214211076279
83,"StaticMFCC,having minimum value of -0.0186,,and a maximum value of 0.1206, with a shap value of -1.232 helped determine that the audio sample was replayed what other features were used?",0.5504496712526276,0.5284314991206029,0.9630128597672994,0.8573143168887851,0.8012698412698412
84,"was the replayed audio sample classified using StaticPSRCC,having minimum value of -0.2124,,and a maximum value of 0.2145, with a shap value of -0.391?",0.6149149253002637,0.6569547869394203,0.9094084105488239,0.7696205586052965,0.696372549019608
85,"How did 2 impact the detection of person StaticMFCC,having minimum value of -0.1335,,and a maximum value of 0.1059, with a shap value of -2.577 as the primary speaker was detected by SVM,  in the audio?",0.6521548265003826,0.7094047988622333,0.9104188759278898,0.8087901035904655,0.7268213268213268
86,"How did 5 impact the detection of person DeltaMFCC with a shap value of 0.378 as the primary speaker was detected by SVM,  in the audio?",0.5477708157978862,0.6191984308628958,0.9202906162464985,0.8344687665935014,0.761140308966396
87,"person 1 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of 0.0025,,and a maximum value of 0.1225,?",0.6503702529451605,0.8248951044636076,0.9253690788877819,0.8233943833943833,0.7868823111824439
88,was the replayed audio sample classified using DeltaMFCC with a shap value of 0.378?,0.627887856231958,0.6243396619068405,0.8841454060167738,0.7504585653455618,0.7041012266975756
89,"person 8 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6349820408575149,0.7129566181931452,0.8438716004555016,0.7164160401002506,0.6638125874125874
90,"How was the audio sample found to be a bonafide sample by DeltaLFCC,having minimum value of -0.0545,,and a maximum value of 0.0587, with a shap value of 1.918",0.4374163175398437,0.5474992976919584,0.9508771929824562,0.7575221238938052,0.6839285714285716
91,"was the audio sample found to be a bonafide sample by StaticLFCC,having minimum value of 0.0347,,and a maximum value of 0.1333, with a shap value of -2.430?",0.7835406756345892,0.8240976426367504,0.9247600410027024,0.8291922531884742,0.7974904214559386
92,"person 1 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.719236456249917,0.7447716603597494,0.8536912234915566,0.7517961570593149,0.7021156177156177
93,"How was the audio sample found to be a bonafide sample by DeltaLFCC,having minimum value of -0.5209,,and a maximum value of 1.2992, with a shap value of 0.294",0.49524340556428326,0.5217831114542998,0.9817486338797815,0.9235212183118209,0.9046969696969697
94,DeltaDeltaMFCC with a shap value of -1.240 helped determine that the audio sample was replayed what other features were used?,0.37497329920556605,0.290769178818082,0.98835479465418,0.9616858091106568,0.9191941391941392
95,"person 4 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6580777618368494,0.7080896121324497,0.8300269519831286,0.7047743389481456,0.6643305023813117
96,"was the replayed audio sample classified using DeltaDeltaLFCC,having minimum value of -0.4263,,and a maximum value of 0.3646, with a shap value of -2.907?",0.6838761004256815,0.6593500045929064,0.9205270296026564,0.7981902270391479,0.7569631444960995
97,was the audio sample found to be a bonafide sample by DeltaDeltaMFCC with a shap value of -2.455?,0.640047610261987,0.622752095115408,0.959762467967672,0.8869743943999262,0.8629104011294494
98,"StaticPSRCC,having minimum value of -0.2052,,and a maximum value of 0.1643, with a shap value of 2.585 helped determine that the audio sample was replayed what other features were used?",0.5341468512557084,0.5827809358361304,0.9528255528255528,0.815007529729449,0.735300316122234
99,"How was the audio sample found to be a bonafide sample by DeltaDeltaLFCC,having minimum value of -0.1093,,and a maximum value of 0.1171, with a shap value of 0.760",0.5050188342289698,0.5664918523759404,0.9641100546598687,0.8314430417211778,0.7742376745511542
100,"How was the audio sample found to be a bonafide sample by DeltaLFCC,having minimum value of -0.0413,,and a maximum value of 0.0476, with a shap value of 2.328",0.48567405935985997,0.5691043342848803,0.9563465739874379,0.8530945944823692,0.7999795754747281
101,"StaticLFCC,having minimum value of 0.0482,,and a maximum value of 0.2454, with a shap value of -2.111 helped determine that the audio sample was replayed what other features were used?",0.5766985180295028,0.6239182139412185,0.9549295774647888,0.7957446808510638,0.7300000000000001
102,"person 7 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6907282957021892,0.7187082677583428,0.8423724459815658,0.7217752865376872,0.6725234417756157
103,How was the replayed audio determined by DeltaMFCC with a shap value of -0.162?,0.54528356037486,0.474595718793248,0.9690251572327044,0.8805237315875614,0.8615515771526002
104,"How was person 4 found to be the id of the speaker was detected by SVM,  in the audio sample?",0.5989736204603762,0.6113782769453826,0.8152509652509652,0.6404381161007666,0.5776460058178563
105,"was the replayed audio sample classified using DeltaLFCC,having minimum value of -0.0859,,and a maximum value of 0.0755, with a shap value of 2.776?",0.6124211512930191,0.6826897017685807,0.9267424034538901,0.8449952008775539,0.8104885111896154
106,"How did 4 impact the detection of person DeltaDeltaMFCC with a shap value of 2.505 as the primary speaker was detected by SVM,  in the audio?",0.534988935254698,0.5031347866149158,0.9740475684075284,0.931017838871836,0.863403064681837
107,"person 4 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -0.5700,,and a maximum value of 0.2577,?",0.5444795789332686,0.7456877393624415,0.9496655885204353,0.8083321831444525,0.7477936840488312
108,"was person 2 detected by DeltaMFCC with a shap value of 2.908 detected as the speaker was detected by SVM,?",0.7038186419131103,0.8410042134166762,0.9501179730756604,0.8947579560735097,0.8772543632837749
109,"was the replayed audio sample classified using DeltaDeltaLFCC,having minimum value of -0.0687,,and a maximum value of 0.0736, with a shap value of -1.323?",0.6849511718750001,0.6201041811820469,0.9801980198019802,0.96,0.9393939393939394
110,"was person 5 detected by DeltaDeltaMFCC with a shap value of 0.231 detected as the speaker was detected by SVM,?",0.7589715493173899,0.8474163256897633,0.9715129026817338,0.942490661885552,0.9297511312217195
111,"How did 2 impact the detection of person DeltaMFCC with a shap value of -0.162 as the primary speaker was detected by SVM,  in the audio?",0.5112074480493094,0.49152979447795486,0.9455665763904401,0.864211532310879,0.7870031884579387
112,"person 4 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6341296385601606,0.763207012691022,0.8825800436798079,0.7632379044863745,0.7186032558408513
113,"person 4 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -1.3062,,and a maximum value of 0.5131,?",0.5464600952943138,0.748982721493032,0.9386296763345943,0.8061822048918822,0.756863026476286
114,"How did 1 impact the detection of person StaticMFCC,having minimum value of -0.1335,,and a maximum value of 0.1059, with a shap value of -2.577 as the primary speaker was detected by SVM,  in the audio?",0.6972640287246478,0.7525324759388587,0.9236928104575164,0.8519916594765604,0.781231351430027
115,"How did 2 impact the detection of person DeltaMFCC with a shap value of 1.127 as the primary speaker was detected by SVM,  in the audio?",0.5068034163130124,0.5113922752325242,0.9373880853994491,0.8663050762271738,0.7955263264726179
116,"How was the audio sample found to be a bonafide sample by StaticGTCC,having minimum value of -1.7450,,and a maximum value of 1.5041, with a shap value of -2.000",0.5075556171791998,0.549124513524101,0.9537976454935254,0.8243859798737848,0.7684613050043835
117,"person 7 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6622201351544614,0.7189096313116832,0.8497285227406277,0.7223162071846281,0.6697566433566433
118,"How was the audio sample found to be a bonafide sample by StaticPSRCC,having minimum value of -0.1698,,and a maximum value of 0.1652, with a shap value of -0.573",0.7763047377656596,0.8361946743524346,0.9671922036838614,0.9094409937888198,0.8913931628419892
119,"How was the replayed audio determined by StaticLFCC,having minimum value of -0.0096,,and a maximum value of 0.0650, with a shap value of 2.729?",0.5562790335817784,0.7064409012456122,0.9618067666550401,0.852217186528037,0.7889130434782609
120,"person 6 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6660614658508566,0.7447278393513979,0.8613392716028869,0.7491123642439431,0.7002825174825176
121,"StaticPSRCC,having minimum value of -0.1698,,and a maximum value of 0.1652, with a shap value of -0.573 helped determine that the audio sample was replayed what other features were used?",0.627913752913753,0.6484991538651043,0.9445157582143882,0.8158329286061194,0.7625295508274232
122,"StaticMFCC,having minimum value of -0.0534,,and a maximum value of 0.1661, with a shap value of -2.119 helped determine that the audio sample was replayed what other features were used?",0.5867863899961904,0.6167915661545142,0.9518217683917382,0.8444326617179214,0.7821706353954768
123,"person 3 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of -0.0534,,and a maximum value of 0.1661,?",0.642265578750967,0.7802298420312584,0.9223413198823035,0.8045186242843478,0.7492660793796805
124,"How was the replayed audio determined by StaticPSRCC,having minimum value of -0.2844,,and a maximum value of 0.2287, with a shap value of -1.118?",0.5628607334095215,0.685965587468476,0.916657845191571,0.8050745809816947,0.737408424908425
125,"How was the audio sample found to be a bonafide sample by DeltaLFCC,having minimum value of -2.0061,,and a maximum value of 0.7152, with a shap value of -1.654",0.6144521161779163,0.6590216694292957,0.9547739448217918,0.8306890519547799,0.7781035932876305
126,"StaticMFCC,having minimum value of -32.1356,,and a maximum value of -14.5968, with a shap value of -1.428 helped determine that the audio sample was replayed what other features were used?",0.4528229145707459,0.4403313086383333,0.9490866926248283,0.7722658294086865,0.6873451475764548
127,"was person 3 detected by DeltaDeltaMFCC with a shap value of 1.766 detected as the speaker was detected by SVM,?",0.7810382229986468,0.8497877864913443,0.965778377466689,0.9352577319587629,0.9208858543417368
128,"How was the replayed audio determined by DeltaDeltaLFCC,having minimum value of -0.1431,,and a maximum value of 0.1352, with a shap value of -1.167?",0.571208634143358,0.7184770276088072,0.9568608353541439,0.8542523527996243,0.7922115653340949
129,"How was the replayed audio determined by StaticMFCC,having minimum value of 0.0025,,and a maximum value of 0.1225, with a shap value of -0.226?",0.5486324489853452,0.5595899114271777,0.9691581231563694,0.9286869436572553,0.8783498445434341
130,"StaticPSRCC,having minimum value of -0.2805,,and a maximum value of 0.2931, with a shap value of 2.142 helped determine that the audio sample was replayed what other features were used?",0.5746820896447842,0.6247398613398923,0.9361649955828039,0.7972685498086178,0.7296694469416976
